level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	4	1	6	4	461	1068	41	21	96.681969	the
5	1	4	1	6	5	512	1068	47	27	96.710281	dog
5	1	4	1	6	6	570	1068	44	21	96.406937	and
5	1	4	1	6	7	625	1068	39	21	96.186218	fox
5	1	4	1	6	8	674	1074	82	20	96.085892	survey
4	1	4	1	7	0	149	1104	598	27	-1	
5	1	4	1	7	1	149	1104	58	21	96.602249	their
5	1	4	1	7	2	217	1110	53	15	96.833641	new
5	1	4	1	7	3	280	1104	132	27	96.172180	landscape,
5	1	4	1	7	4	421	1104	41	21	93.247673	the
5	1	4	1	7	5	473	1104	139	27	90.147057	under-pool
5	1	4	1	7	6	623	1116	22	2	92.940773	—
5	1	4	1	7	7	655	1110	25	15	96.555901	or
5	1	4	1	7	8	688	1104	59	21	96.920586	their
4	1	4	1	8	0	150	1139	661	28	-1	
5	1	4	1	8	1	150	1140	88	21	96.622269	second
5	1	4	1	8	2	248	1140	78	21	96.584000	world.
5	1	4	1	8	3	336	1140	51	25	96.919724	Flat,
5	1	4	1	8	4	397	1139	122	28	96.387634	gleaming,
5	1	4	1	8	5	529	1140	45	21	96.400787	and
5	1	4	1	8	6	584	1140	97	25	96.376831	forever,
5	1	4	1	8	7	691	1140	45	21	96.522148	this
5	1	4	1	8	8	746	1140	65	27	96.622658	place
4	1	4	1	9	0	150	1176	642	27	-1	
5	1	4	1	9	1	150	1182	78	15	96.544617	serves
5	1	4	1	9	2	238	1182	24	15	96.861908	as
5	1	4	1	9	3	272	1182	11	15	96.604187	a
5	1	4	1	9	4	294	1181	85	16	96.300179	canvas
5	1	4	1	9	5	388	1176	36	21	96.099655	for
5	1	4	1	9	6	432	1176	121	21	96.099655	whatever
5	1	4	1	9	7	563	1176	106	27	96.109039	happens
5	1	4	1	9	8	679	1178	60	19	96.160736	next.
5	1	4	1	9	9	747	1176	45	21	96.064697	The
4	1	4	1	10	0	150	1211	619	28	-1	
5	1	4	1	10	1	150	1212	92	21	96.822281	mother
5	1	4	1	10	2	251	1212	25	21	96.201622	of
5	1	4	1	10	3	285	1212	25	21	96.201622	all
5	1	4	1	10	4	321	1212	102	21	96.297707	creation
5	1	4	1	10	5	434	1212	20	21	96.710335	in
5	1	4	1	10	6	464	1218	46	15	96.736687	one
5	1	4	1	10	7	520	1211	72	28	96.635956	single
5	1	4	1	10	8	603	1214	112	23	96.756577	moment,
5	1	4	1	10	9	724	1211	45	22	96.515846	this
4	1	4	1	11	0	150	1248	66	21	-1	
5	1	4	1	11	1	150	1248	66	21	96.568710	hand.
2	1	5	0	0	0	148	1319	645	135	-1	
3	1	5	1	0	0	148	1319	645	135	-1	
4	1	5	1	1	0	150	1319	643	28	-1	
5	1	5	1	1	1	150	1321	20	20	94.758034	In
5	1	5	1	1	2	180	1326	12	15	93.619888	a
5	1	5	1	1	3	202	1319	65	28	93.619888	quiet
5	1	5	1	1	4	276	1320	63	25	95.764931	flash,
5	1	5	1	1	5	348	1320	41	21	96.509888	the
5	1	5	1	1	6	399	1320	48	27	96.210258	dog
5	1	5	1	1	7	458	1320	142	21	96.790321	remembers
5	1	5	1	1	8	602	1315	12	36	95.171448	a
5	1	5	1	1	9	632	1320	49	26	95.171448	lyric
5	1	5	1	1	10	691	1320	58	21	96.205894	from
5	1	5	1	1	11	761	1320	32	21	96.927711	his
4	1	5	1	2	0	150	1356	593	27	-1	
5	1	5	1	2	1	150	1356	111	26	93.300423	boyhood
5	1	5	1	2	2	273	1368	21	2	92.598923	—
5	1	5	1	2	3	304	1356	56	21	95.496750	“Out
5	1	5	1	2	4	370	1356	25	21	96.625000	of
5	1	5	1	2	5	404	1362	41	15	96.876205	our
5	1	5	1	2	6	455	1356	73	21	93.215744	hands
5	1	5	1	2	7	536	1356	13	24	92.867928	/
5	1	5	1	2	8	557	1356	35	21	96.770988	fall
5	1	5	1	2	9	602	1356	41	21	96.484390	the
5	1	5	1	2	10	653	1356	54	27	96.525658	gold
5	1	5	1	2	11	718	1356	25	21	97.000694	of
4	1	5	1	3	0	148	1392	638	26	-1	
5	1	5	1	3	1	148	1392	85	26	92.398514	youth”
5	1	5	1	3	2	242	1404	21	2	92.398514	—
5	1	5	1	3	3	273	1392	45	21	96.735870	and
5	1	5	1	3	4	328	1392	110	21	95.990501	wonders
5	1	5	1	3	5	448	1392	15	21	96.150200	if
5	1	5	1	3	6	471	1392	45	21	96.777077	this
5	1	5	1	3	7	527	1392	16	21	96.613304	is
5	1	5	1	3	8	552	1398	12	15	96.613304	a
5	1	5	1	3	9	574	1392	65	21	96.396919	fever
5	1	5	1	3	10	648	1392	78	21	96.311539	dream
5	1	5	1	3	11	737	1398	25	15	96.571808	or
5	1	5	1	3	12	772	1392	14	21	95.235657	if
4	1	5	1	4	0	150	1428	409	26	-1	
5	1	5	1	4	1	150	1428	28	21	96.553917	he
5	1	5	1	4	2	188	1428	74	26	96.341705	finally
5	1	5	1	4	3	272	1434	53	15	96.791550	now
5	1	5	1	4	4	336	1428	87	21	96.286995	resides
5	1	5	1	4	5	432	1428	78	21	96.673454	within
5	1	5	1	4	6	521	1430	38	19	96.925949	art.
2	1	6	0	0	0	149	1499	624	172	-1	
3	1	6	1	0	0	149	1499	624	172	-1	
4	1	6	1	1	0	150	1499	617	28	-1	
5	1	6	1	1	1	150	1501	65	20	95.924324	More
5	1	6	1	1	2	225	1500	133	27	95.924324	pragmatic,
5	1	6	1	1	3	367	1500	41	21	96.231918	the
5	1	6	1	1	4	418	1500	39	21	97.005135	fox
5	1	6	1	1	5	468	1500	122	27	96.321526	physically
5	1	6	1	1	6	599	1499	118	22	96.321526	examines
5	1	6	1	1	7	726	1500	41	21	96.318665	the
4	1	6	1	2	0	149	1536	543	27	-1	
5	1	6	1	2	1	149	1536	87	21	96.568817	closest
5	1	6	1	2	2	246	1536	92	27	96.363060	objects
5	1	6	1	2	3	347	1538	26	19	96.451126	to
5	1	6	1	2	4	382	1536	65	21	92.721207	them
5	1	6	1	2	5	458	1548	21	2	93.069618	—
5	1	6	1	2	6	483	1532	12	35	96.569214	a
5	1	6	1	2	7	511	1536	85	21	96.569214	cluster
5	1	6	1	2	8	605	1536	25	21	96.936386	of
5	1	6	1	2	9	640	1536	52	21	96.390068	blue
4	1	6	1	3	0	150	1571	584	28	-1	
5	1	6	1	3	1	150	1571	138	28	96.239243	raspberries
5	1	6	1	3	2	299	1572	84	27	96.239243	resting
5	1	6	1	3	3	394	1578	30	15	91.270050	on
5	1	6	1	3	4	431	1567	9	36	91.270050	a
5	1	6	1	3	5	457	1572	78	27	96.332199	plinth,
5	1	6	1	3	6	545	1578	46	15	96.595154	one
5	1	6	1	3	7	601	1572	62	21	96.215073	small
5	1	6	1	3	8	674	1572	60	21	96.807823	hand
4	1	6	1	4	0	150	1608	623	27	-1	
5	1	6	1	4	1	150	1608	81	25	96.668457	mirror,
5	1	6	1	4	2	241	1614	12	15	96.816101	a
5	1	6	1	4	3	264	1608	46	27	96.337563	pair
5	1	6	1	4	4	319	1608	25	21	96.450432	of
5	1	6	1	4	5	353	1608	62	21	96.742180	work
5	1	6	1	4	6	426	1608	71	21	96.609535	boots
5	1	6	1	4	7	506	1608	51	21	96.149132	that
5	1	6	1	4	8	567	1608	71	21	68.404076	won't
5	1	6	1	4	9	647	1608	25	21	96.750908	fit
5	1	6	1	4	10	682	1614	91	20	96.750908	anyone
4	1	6	1	5	0	150	1643	606	28	-1	
5	1	6	1	5	1	150	1646	94	25	91.572388	present
5	1	6	1	5	2	255	1656	21	2	91.572388	—
5	1	6	1	5	3	286	1650	25	15	96.158417	as
5	1	6	1	5	4	320	1644	59	21	96.727272	their
5	1	6	1	5	5	389	1643	60	22	96.657455	mind
5	1	6	1	5	6	459	1644	108	21	96.541451	wanders
5	1	6	1	5	7	576	1644	41	21	96.696236	the
5	1	6	1	5	8	628	1643	128	28	96.696236	perimeter.
2	1	7	0	0	0	69	1818	530	310	-1	
3	1	7	1	0	0	69	1818	530	310	-1	
4	1	7	1	1	0	69	1818	530	67	-1	
5	1	7	1	1	1	69	1818	530	67	95.000000	 
4	1	7	1	2	0	69	1885	9	38	-1	
5	1	7	1	2	1	69	1885	9	38	95.000000	  
4	1	7	1	3	0	69	1923	345	69	-1	
5	1	7	1	3	1	69	1923	345	69	95.000000	  
4	1	7	1	4	0	69	1992	365	41	-1	
5	1	7	1	4	1	69	1992	365	41	95.000000	   
4	1	7	1	5	0	69	2033	65	95	-1	
5	1	7	1	5	1	69	2033	65	95	95.000000	  
2	1	8	0	0	0	130	2059	390	78	-1	
3	1	8	1	0	0	130	2059	390	78	-1	
4	1	8	1	1	0	130	2059	390	78	-1	
5	1	8	1	1	1	130	2059	195	78	23.867203	SE
5	1	8	1	1	2	357	2059	163	78	47.586189	$SWS
2	1	9	0	0	0	599	1844	498	53	-1	
3	1	9	1	0	0	599	1844	498	53	-1	
4	1	9	1	1	0	599	1844	498	53	-1	
5	1	9	1	1	1	599	1844	285	52	96.383514	THANK
5	1	9	1	1	2	905	1844	192	53	73.323631	You!
2	1	10	0	0	0	434	1964	495	159	-1	
3	1	10	1	0	0	434	1964	495	159	-1	
4	1	10	1	1	0	434	1964	495	159	-1	
5	1	10	1	1	1	434	1964	495	159	80.709061	ZT
2	1	11	0	0	0	873	887	687	388	-1	
3	1	11	1	0	0	873	887	687	388	-1	
4	1	11	1	1	0	873	887	682	28	-1	
5	1	11	1	1	1	873	889	33	20	96.138901	An
5	1	11	1	1	2	916	887	88	22	96.754250	outline
5	1	11	1	1	3	1016	883	85	36	96.430840	appears
5	1	11	1	1	4	1118	888	48	27	96.628365	just
5	1	11	1	1	5	1177	890	52	25	96.231010	past
5	1	11	1	1	6	1238	888	41	21	96.231010	the
5	1	11	1	1	7	1289	888	68	25	96.511650	hand,
5	1	11	1	1	8	1367	888	137	27	96.682938	suggesting
5	1	11	1	1	9	1514	888	41	21	96.827919	the
4	1	11	1	2	0	874	924	666	27	-1	
5	1	11	1	2	1	874	924	127	27	96.781876	possibility
5	1	11	1	2	2	1010	924	25	21	96.940254	of
5	1	11	1	2	3	1050	930	6	15	96.718719	a
5	1	11	1	2	4	1066	924	59	21	95.945969	door
5	1	11	1	2	5	1133	926	26	19	95.959946	to
5	1	11	1	2	6	1170	924	147	21	95.959946	somewhere
5	1	11	1	2	7	1327	924	54	21	96.306213	else.
5	1	11	1	2	8	1389	924	45	21	96.285812	The
5	1	11	1	2	9	1443	924	46	25	96.010757	fox,
5	1	11	1	2	10	1500	926	40	19	96.088470	not
4	1	11	1	3	0	873	959	609	22	-1	
5	1	11	1	3	1	873	966	46	15	96.783882	one
5	1	11	1	3	2	929	962	26	19	96.118874	to
5	1	11	1	3	3	965	960	50	21	96.387085	lead
5	1	11	1	3	4	1026	960	41	21	96.910576	the
5	1	11	1	3	5	1077	966	64	15	96.567505	room
5	1	11	1	3	6	1153	960	19	21	96.612808	in
5	1	11	1	3	7	1182	960	153	21	96.423470	coordinated
5	1	11	1	3	8	1347	959	135	22	96.423470	meditative
4	1	11	1	4	0	874	996	639	27	-1	
5	1	11	1	4	1	874	996	133	27	96.282227	stretching,
5	1	11	1	4	2	1018	996	61	21	96.493835	bolts
5	1	11	1	4	3	1088	996	36	21	96.133881	for
5	1	11	1	4	4	1132	996	41	21	96.548752	the
5	1	11	1	4	5	1183	996	65	25	95.771637	door,
5	1	11	1	4	6	1258	996	86	27	96.291954	hoping
5	1	11	1	4	7	1354	998	26	19	96.522079	to
5	1	11	1	4	8	1389	996	46	21	96.136375	find
5	1	11	1	4	9	1446	1002	67	15	96.136375	some
4	1	11	1	5	0	874	1031	673	22	-1	
5	1	11	1	5	1	874	1032	134	21	96.222069	semblance
5	1	11	1	5	2	1018	1032	25	21	96.694450	of
5	1	11	1	5	3	1052	1038	28	15	96.243324	an
5	1	11	1	5	4	1090	1031	46	22	96.612961	exit
5	1	11	1	5	5	1146	1032	87	21	96.182007	around
5	1	11	1	5	6	1243	1032	41	21	93.203041	the
5	1	11	1	5	7	1295	1032	79	21	90.909470	hand’s
5	1	11	1	5	8	1384	1032	68	21	93.152565	bend.
5	1	11	1	5	9	1461	1032	86	21	79.063721	What’s
4	1	11	1	6	0	873	1067	671	28	-1	
5	1	11	1	6	1	873	1068	41	21	96.245018	the
5	1	11	1	6	2	924	1068	125	21	96.341042	difference
5	1	11	1	6	3	1060	1068	111	21	96.389854	between
5	1	11	1	6	4	1182	1074	27	15	95.839874	an
5	1	11	1	6	5	1220	1073	87	22	95.839874	escape
5	1	11	1	6	6	1317	1068	44	21	96.017448	and
5	1	11	1	6	7	1372	1074	28	15	96.821770	an
5	1	11	1	6	8	1410	1067	46	22	93.249847	exit
5	1	11	1	6	9	1466	1080	22	2	93.215858	—
5	1	11	1	6	10	1498	1074	46	15	96.573959	one
4	1	11	1	7	0	873	1104	687	27	-1	
5	1	11	1	7	1	873	1104	68	21	96.529427	could
5	1	11	1	7	2	952	1104	39	21	93.124382	ask
5	1	11	1	7	3	1001	1116	21	2	93.124382	—
5	1	11	1	7	4	1033	1104	44	21	96.389900	and
5	1	11	1	7	5	1088	1104	68	21	96.180443	could
5	1	11	1	7	6	1166	1104	45	21	96.976112	this
5	1	11	1	7	7	1221	1104	76	26	96.858055	barely
5	1	11	1	7	8	1307	1104	93	21	96.673782	defined
5	1	11	1	7	9	1411	1104	73	27	95.890366	shape
5	1	11	1	7	10	1495	1110	65	15	96.485107	serve
4	1	11	1	8	0	873	1139	658	28	-1	
5	1	11	1	8	1	873	1146	25	15	96.172012	as
5	1	11	1	8	2	907	1139	87	22	96.390350	either?
5	1	11	1	8	3	1004	1141	41	20	96.390350	We
5	1	11	1	8	4	1056	1142	61	19	93.301498	must
5	1	11	1	8	5	1127	1140	231	27	91.897484	compartmentalize
5	1	11	1	8	6	1367	1140	64	21	96.700020	what
5	1	11	1	8	7	1441	1140	90	21	96.603920	defines
4	1	11	1	9	0	874	1176	659	25	-1	
5	1	11	1	9	1	874	1182	32	19	96.525566	us,
5	1	11	1	9	2	916	1176	44	21	96.946983	and
5	1	11	1	9	3	971	1176	63	21	96.005394	what
5	1	11	1	9	4	1044	1178	91	19	95.743065	creates
5	1	11	1	9	5	1145	1182	12	15	95.568695	a
5	1	11	1	9	6	1167	1176	90	21	95.568695	version
5	1	11	1	9	7	1267	1176	26	21	96.852592	of
5	1	11	1	9	8	1302	1182	26	15	93.274857	us
5	1	11	1	9	9	1337	1176	59	21	84.620789	we’d
5	1	11	1	9	10	1407	1176	75	21	96.402832	rather
5	1	11	1	9	11	1492	1178	41	19	96.756859	not
4	1	11	1	10	0	874	1211	644	28	-1	
5	1	11	1	10	1	874	1212	75	25	91.743736	know;
5	1	11	1	10	2	959	1217	41	16	96.962151	can
5	1	11	1	10	3	1010	1218	45	20	96.758362	you
5	1	11	1	10	4	1066	1218	55	15	95.094818	ever
5	1	11	1	10	5	1130	1212	80	27	96.188324	simply
5	1	11	1	10	6	1220	1212	30	21	96.659462	be
5	1	11	1	10	7	1260	1218	11	15	96.659462	a
5	1	11	1	10	8	1281	1212	39	21	95.596031	fox
5	1	11	1	10	9	1332	1211	96	28	96.832466	jumping
5	1	11	1	10	10	1442	1218	56	15	91.402481	over
5	1	11	1	10	11	1507	1218	11	15	91.402481	a
4	1	11	1	11	0	873	1248	343	27	-1	
5	1	11	1	11	1	873	1248	47	27	96.665329	dog
5	1	11	1	11	2	930	1254	45	20	96.609283	you
5	1	11	1	11	3	986	1253	60	16	96.410576	once
5	1	11	1	11	4	1057	1248	159	21	96.708649	understood?
2	1	12	0	0	0	873	1319	689	208	-1	
3	1	12	1	0	0	873	1319	689	208	-1	
4	1	12	1	1	0	874	1319	625	28	-1	
5	1	12	1	1	1	874	1320	82	21	96.333801	Before
5	1	12	1	1	2	965	1320	41	21	96.333801	the
5	1	12	1	1	3	1015	1320	40	21	96.390442	fox
5	1	12	1	1	4	1064	1325	42	16	96.461823	can
5	1	12	1	1	5	1117	1320	66	21	96.412033	make
5	1	12	1	1	6	1194	1319	15	22	96.412033	it
5	1	12	1	1	7	1218	1322	26	19	96.811798	to
5	1	12	1	1	8	1255	1320	27	21	96.788612	its
5	1	12	1	1	9	1292	1320	109	21	95.859772	assumed
5	1	12	1	1	10	1412	1325	87	22	96.534683	escape
4	1	12	1	2	0	874	1356	688	27	-1	
5	1	12	1	2	1	874	1356	76	25	96.387009	hatch,
5	1	12	1	2	2	959	1356	41	21	96.710846	the
5	1	12	1	2	3	1011	1356	60	21	96.202553	hand
5	1	12	1	2	4	1082	1362	82	15	96.317413	moves
5	1	12	1	2	5	1173	1358	26	19	96.723427	to
5	1	12	1	2	6	1209	1356	169	27	96.335335	acknowledge
5	1	12	1	2	7	1387	1356	41	21	96.625504	the
5	1	12	1	2	8	1437	1358	125	19	96.357033	twosome.
4	1	12	1	3	0	874	1391	668	28	-1	
5	1	12	1	3	1	874	1391	110	28	96.461479	Knowing
5	1	12	1	3	2	994	1392	41	21	96.945251	the
5	1	12	1	3	3	1044	1392	62	21	96.706444	truth
5	1	12	1	3	4	1116	1392	25	21	96.609047	of
5	1	12	1	3	5	1149	1392	52	21	96.999672	that
5	1	12	1	3	6	1211	1392	64	25	96.948868	door,
5	1	12	1	3	7	1285	1392	45	21	96.918076	and
5	1	12	1	3	8	1341	1394	41	19	96.371681	not
5	1	12	1	3	9	1393	1392	68	27	96.521049	being
5	1	12	1	3	10	1472	1392	20	21	96.754257	in
5	1	12	1	3	11	1501	1392	41	21	96.452141	the
4	1	12	1	4	0	874	1428	672	27	-1	
5	1	12	1	4	1	874	1428	57	27	96.376839	right
5	1	12	1	4	2	942	1428	71	21	96.356407	mood
5	1	12	1	4	3	1023	1428	36	21	96.779251	for
5	1	12	1	4	4	1068	1434	11	15	96.902145	a
5	1	12	1	4	5	1089	1428	94	25	95.923859	funeral,
5	1	12	1	4	6	1192	1428	41	21	96.764870	the
5	1	12	1	4	7	1244	1428	60	21	96.372414	hand
5	1	12	1	4	8	1315	1428	94	27	96.470505	gathers
5	1	12	1	4	9	1418	1428	41	21	96.273003	the
5	1	12	1	4	10	1469	1428	47	21	96.954140	duo
5	1	12	1	4	11	1527	1428	19	21	96.175087	in
4	1	12	1	5	0	873	1464	658	27	-1	
5	1	12	1	5	1	873	1470	12	15	90.040085	a
5	1	12	1	5	2	895	1464	101	27	90.040085	cupping
5	1	12	1	5	3	1007	1466	94	25	96.148148	gesture
5	1	12	1	5	4	1110	1464	52	21	96.148148	that
5	1	12	1	5	5	1172	1464	72	27	95.872421	might
5	1	12	1	5	6	1255	1464	53	21	96.541328	read
5	1	12	1	5	7	1319	1470	25	15	96.424507	as
5	1	12	1	5	8	1354	1464	177	27	96.424507	magnanimous
4	1	12	1	6	0	874	1499	677	28	-1	
5	1	12	1	6	1	874	1500	44	21	96.679955	had
5	1	12	1	6	2	928	1500	45	21	97.014442	this
5	1	12	1	6	3	982	1499	73	22	97.009300	entire
5	1	12	1	6	4	1065	1500	109	21	96.664833	situation
5	1	12	1	6	5	1186	1502	41	19	96.709061	not
5	1	12	1	6	6	1237	1500	61	21	96.535675	been
5	1	12	1	6	7	1308	1499	115	28	96.149994	terrifying
5	1	12	1	6	8	1434	1499	19	22	96.539841	in
5	1	12	1	6	9	1465	1502	86	19	96.464134	nature.
2	1	13	0	0	0	872	1571	686	99	-1	
3	1	13	1	0	0	872	1571	686	99	-1	
4	1	13	1	1	0	872	1571	686	28	-1	
5	1	13	1	1	1	872	1572	45	21	96.899040	The
5	1	13	1	1	2	928	1572	67	25	96.097237	hand,
5	1	13	1	1	3	1005	1572	99	27	96.700020	cradling
5	1	13	1	1	4	1114	1572	41	21	96.986107	the
5	1	13	1	1	5	1166	1572	46	27	95.560226	pair
5	1	13	1	1	6	1222	1572	40	21	95.560226	like
5	1	13	1	1	7	1272	1572	66	26	93.297958	fuzzy
5	1	13	1	1	8	1348	1571	108	28	92.345200	goslings,
5	1	13	1	1	9	1467	1578	54	15	96.474075	uses
5	1	13	1	1	10	1530	1578	28	15	96.510941	an
4	1	13	1	2	0	873	1608	681	27	-1	
5	1	13	1	2	1	873	1610	63	19	96.151588	extra
5	1	13	1	2	2	946	1608	56	27	96.467819	digit
5	1	13	1	2	3	1011	1610	26	19	96.994659	to
5	1	13	1	2	4	1047	1614	63	21	96.741905	open
5	1	13	1	2	5	1120	1608	41	21	96.470657	the
5	1	13	1	2	6	1171	1608	59	21	96.663292	door
5	1	13	1	2	7	1238	1608	35	21	96.542320	for
5	1	13	1	2	8	1282	1608	64	21	93.265968	them
5	1	13	1	2	9	1357	1620	22	2	92.739426	—
5	1	13	1	2	10	1390	1608	83	26	96.270287	maybe
5	1	13	1	2	11	1482	1608	46	21	96.270287	this
5	1	13	1	2	12	1538	1608	16	21	96.967171	is
4	1	13	1	3	0	873	1643	321	27	-1	
5	1	13	1	3	1	873	1650	12	15	72.569817	a
5	1	13	1	3	2	896	1644	182	26	72.569817	members-only
5	1	13	1	3	3	1088	1643	106	22	95.867859	location.
2	1	14	0	0	0	1085	1818	547	174	-1	
3	1	14	1	0	0	1085	1818	547	174	-1	
4	1	14	1	1	0	1085	1818	547	174	-1	
5	1	14	1	1	1	1085	1818	547	174	95.000000	  
2	1	15	0	0	0	929	1955	4	173	-1	
3	1	15	1	0	0	929	1955	4	173	-1	
4	1	15	1	1	0	929	1955	4	173	-1	
5	1	15	1	1	1	929	1955	4	173	95.000000	   
2	1	16	0	0	0	929	1960	690	184	-1	
3	1	16	1	0	0	929	1960	695	184	-1	
4	1	16	1	1	0	929	1960	690	184	-1	
5	1	16	1	1	1	929	1960	690	184	7.495872	[Z
